name,type1,type2,ability1,ability2,ability3,formats,hp,atk,def,spa,spd,spe
Mr. Mime,"Psychic
Fairy",,Soundproof,Technician,Filter,['National Dex'],"HP
40","Atk
45","Def
65","SpA
100","SpD
120","Spe
90"
Mr. Mime-Galar,"Ice
Psychic",,Vital Spirit,Ice Body,Screen Cleaner,['National Dex'],"HP
50","Atk
65","Def
65","SpA
90","SpD
90","Spe
100"
Mr. Rime,"Ice
Psychic",,Tangled Feet,Ice Body,Screen Cleaner,['National Dex'],"HP
80","Atk
85","Def
75","SpA
110","SpD
100","Spe
70"
Mudbray,Ground,,Own Tempo,Inner Focus,Stamina,['LC'],"HP
70","Atk
100","Def
70","SpA
45","SpD
55","Spe
45"
Mudkip,Water,,Torrent,Damp,,['LC'],"HP
50","Atk
70","Def
50","SpA
50","SpD
50","Spe
40"
Mudsdale,Ground,,Own Tempo,Inner Focus,Stamina,['PU'],"HP
100","Atk
125","Def
100","SpA
55","SpD
85","Spe
35"
Muk,Poison,,Stench,Poison Touch,Sticky Hold,['ZU'],"HP
105","Atk
105","Def
75","SpA
65","SpD
100","Spe
50"
Muk-Alola,"Poison
Dark",,Poison Touch,Power of Alchemy,Gluttony,['NU'],"HP
105","Atk
105","Def
75","SpA
65","SpD
100","Spe
50"
Mumbao,"Grass
Fairy",,Trace,Solar Power,Overcoat,[],"HP
55","Atk
30","Def
64","SpA
87","SpD
73","Spe
66"
Munchlax,Normal,,Pickup,Gluttony,Thick Fat,['LC'],"HP
135","Atk
85","Def
40","SpA
40","SpD
85","Spe
5"
Munkidori,"Poison
Psychic",,Toxic Chain,Frisk,,['NU'],"HP
88","Atk
75","Def
66","SpA
130","SpD
90","Spe
106"
Munna,Psychic,,Forewarn,Telepathy,Synchronize,['National Dex'],"HP
76","Atk
25","Def
45","SpA
67","SpD
55","Spe
24"
Murkrow,"Dark
Flying",,Insomnia,Prankster,Super Luck,['NFE'],"HP
60","Atk
85","Def
42","SpA
85","SpD
42","Spe
91"
Musharna,Psychic,,Forewarn,Telepathy,Synchronize,['National Dex'],"HP
116","Atk
55","Def
85","SpA
107","SpD
95","Spe
29"
Nacli,Rock,,Purifying Salt,Clear Body,Sturdy,['LC'],"HP
55","Atk
55","Def
75","SpA
35","SpD
35","Spe
25"
Naclstack,Rock,,Purifying Salt,Clear Body,Sturdy,['NFE'],"HP
60","Atk
60","Def
100","SpA
35","SpD
65","Spe
35"
Naganadel,"Poison
Dragon",,Beast Boost,,,['National Dex'],"HP
73","Atk
73","Def
73","SpA
127","SpD
73","Spe
121"
Natu,"Psychic
Flying",,Synchronize,Magic Bounce,Early Bird,['National Dex'],"HP
40","Atk
50","Def
45","SpA
70","SpD
45","Spe
70"
Naviathan,"Water
Steel",,Guts,Light Metal,Heatproof,['CAP'],"HP
103","Atk
110","Def
90","SpA
95","SpD
65","Spe
97"
Necrozma,Psychic,,Prism Armor,,,['NUBL'],"HP
97","Atk
107","Def
101","SpA
127","SpD
89","Spe
79"
Necrozma-Dawn Wings,"Psychic
Ghost",,Prism Armor,,,['Uber'],"HP
97","Atk
113","Def
109","SpA
157","SpD
127","Spe
77"
Necrozma-Dusk Mane,"Psychic
Steel",,Prism Armor,,,['Uber'],"HP
97","Atk
157","Def
127","SpA
113","SpD
109","Spe
77"
Necrozma-Ultra,"Psychic
Dragon",,Neuroforce,,,['National Dex'],"HP
97","Atk
167","Def
97","SpA
167","SpD
97","Spe
129"
Necturine,"Grass
Ghost",,Anticipation,Telepathy,,[],"HP
49","Atk
55","Def
60","SpA
50","SpD
75","Spe
51"
Necturna,"Grass
Ghost",,Forewarn,Telepathy,,['CAP'],"HP
64","Atk
120","Def
100","SpA
85","SpD
120","Spe
58"
Nickit,Dark,,Run Away,Stakeout,Unburden,['National Dex'],"HP
40","Atk
28","Def
28","SpA
47","SpD
52","Spe
50"
Nidoking,"Poison
Ground",,Poison Point,Sheer Force,Rivalry,['National Dex'],"HP
81","Atk
102","Def
77","SpA
85","SpD
75","Spe
85"
Nidoqueen,"Poison
Ground",,Poison Point,Sheer Force,Rivalry,['National Dex'],"HP
90","Atk
92","Def
87","SpA
75","SpD
85","Spe
76"
Nidoran-F,Poison,,Poison Point,Hustle,Rivalry,['National Dex'],"HP
55","Atk
47","Def
52","SpA
40","SpD
40","Spe
41"
Nidoran-M,Poison,,Poison Point,Hustle,Rivalry,['National Dex'],"HP
46","Atk
57","Def
40","SpA
40","SpD
40","Spe
50"
Nidorina,Poison,,Poison Point,Hustle,Rivalry,['National Dex'],"HP
70","Atk
62","Def
67","SpA
55","SpD
55","Spe
56"
Nidorino,Poison,,Poison Point,Hustle,Rivalry,['National Dex'],"HP
61","Atk
72","Def
57","SpA
55","SpD
55","Spe
65"
Nihilego,"Rock
Poison",,Beast Boost,,,['National Dex'],"HP
109","Atk
53","Def
47","SpA
127","SpD
131","Spe
103"
Nincada,"Bug
Ground",,Compound Eyes,Run Away,,['National Dex'],"HP
31","Atk
45","Def
90","SpA
30","SpD
30","Spe
40"
Ninetales,Fire,,Flash Fire,Drought,,['ZU'],"HP
73","Atk
76","Def
75","SpA
81","SpD
100","Spe
100"
Ninetales-Alola,"Ice
Fairy",,Snow Cloak,Snow Warning,,['RU'],"HP
73","Atk
67","Def
75","SpA
81","SpD
100","Spe
109"
Ninjask,"Bug
Flying",,Speed Boost,Infiltrator,,['National Dex'],"HP
61","Atk
90","Def
45","SpA
50","SpD
50","Spe
160"
Noctowl,"Normal
Flying",,Insomnia,Tinted Lens,Keen Eye,['ZU'],"HP
100","Atk
50","Def
50","SpA
86","SpD
96","Spe
70"
Nohface,Ghost,,Frisk,Unnerve,Limber,[],"HP
50","Atk
73","Def
50","SpA
30","SpD
50","Spe
80"
Noibat,"Flying
Dragon",,Frisk,Telepathy,Infiltrator,['LC'],"HP
40","Atk
30","Def
35","SpA
45","SpD
40","Spe
55"
Noivern,"Flying
Dragon",,Frisk,Telepathy,Infiltrator,['RU'],"HP
85","Atk
70","Def
80","SpA
97","SpD
80","Spe
123"
Nosepass,Rock,,Sturdy,Sand Force,Magnet Pull,['LC'],"HP
30","Atk
45","Def
135","SpA
45","SpD
90","Spe
30"
Numel,"Fire
Ground",,Oblivious,Own Tempo,Simple,['LC'],"HP
60","Atk
60","Def
40","SpA
65","SpD
45","Spe
35"
Nuzleaf,"Grass
Dark",,Chlorophyll,Pickpocket,Early Bird,['NFE'],"HP
70","Atk
70","Def
40","SpA
60","SpD
40","Spe
60"
Nymble,Bug,,Swarm,Tinted Lens,,['LC'],"HP
33","Atk
46","Def
40","SpA
21","SpD
25","Spe
45"
Obstagoon,"Dark
Normal",,Reckless,Defiant,Guts,['National Dex'],"HP
93","Atk
90","Def
101","SpA
60","SpD
81","Spe
95"
Octillery,Water,,Suction Cups,Moody,Sniper,['National Dex'],"HP
75","Atk
105","Def
75","SpA
105","SpD
75","Spe
45"
Oddish,"Grass
Poison",,Chlorophyll,Run Away,,['LC'],"HP
45","Atk
50","Def
55","SpA
75","SpD
65","Spe
30"
Ogerpon,Grass,,Defiant,,,['UU'],"HP
80","Atk
120","Def
84","SpA
60","SpD
96","Spe
110"
Ogerpon-Cornerstone,"Grass
Rock",,Sturdy,,,['UU'],"HP
80","Atk
120","Def
84","SpA
60","SpD
96","Spe
110"
Ogerpon-Cornerstone-Tera,"Grass
Rock",,Embody Aspect (Cornerstone),,,['UU'],"HP
80","Atk
120","Def
84","SpA
60","SpD
96","Spe
110"
Ogerpon-Hearthflame,"Grass
Fire",,Mold Breaker,,,['Uber'],"HP
80","Atk
120","Def
84","SpA
60","SpD
96","Spe
110"
Ogerpon-Hearthflame-Tera,"Grass
Fire",,Embody Aspect (Hearthflame),,,['Uber'],"HP
80","Atk
120","Def
84","SpA
60","SpD
96","Spe
110"
Ogerpon-Teal-Tera,Grass,,Embody Aspect (Teal),,,['UU'],"HP
80","Atk
120","Def
84","SpA
60","SpD
96","Spe
110"
Ogerpon-Wellspring,"Grass
Water",,Water Absorb,,,['OU'],"HP
80","Atk
120","Def
84","SpA
60","SpD
96","Spe
110"
Ogerpon-Wellspring-Tera,"Grass
Water",,Embody Aspect (Wellspring),,,['OU'],"HP
80","Atk
120","Def
84","SpA
60","SpD
96","Spe
110"
Oinkologne,Normal,,Lingering Aroma,Thick Fat,Gluttony,['ZU'],"HP
110","Atk
100","Def
75","SpA
59","SpD
80","Spe
65"
Oinkologne-F,Normal,,Aroma Veil,Thick Fat,Gluttony,['ZU'],"HP
115","Atk
90","Def
70","SpA
59","SpD
90","Spe
65"
Okidogi,"Poison
Fighting",,Toxic Chain,Guard Dog,,['UU'],"HP
88","Atk
128","Def
115","SpA
58","SpD
86","Spe
80"
Omanyte,"Rock
Water",,Swift Swim,Weak Armor,Shell Armor,['National Dex'],"HP
35","Atk
40","Def
100","SpA
90","SpD
55","Spe
35"
Omastar,"Rock
Water",,Swift Swim,Weak Armor,Shell Armor,['National Dex'],"HP
70","Atk
60","Def
125","SpA
115","SpD
70","Spe
55"
Onix,"Rock
Ground",,Rock Head,Weak Armor,Sturdy,['National Dex'],"HP
35","Atk
45","Def
160","SpA
30","SpD
45","Spe
70"
Oranguru,"Normal
Psychic",,Inner Focus,Symbiosis,Telepathy,['ZU'],"HP
90","Atk
60","Def
80","SpA
90","SpD
110","Spe
60"
Orbeetle,"Bug
Psychic",,Swarm,Telepathy,Frisk,['National Dex'],"HP
60","Atk
45","Def
110","SpA
80","SpD
120","Spe
90"
Orbeetle-Gmax,"Bug
Psychic",,Swarm,Telepathy,Frisk,['National Dex'],"HP
60","Atk
45","Def
110","SpA
80","SpD
120","Spe
90"
Oricorio,"Fire
Flying",,Dancer,,,['ZU'],"HP
75","Atk
70","Def
70","SpA
98","SpD
70","Spe
93"
Oricorio-Pa'u,"Psychic
Flying",,Dancer,,,['ZU'],"HP
75","Atk
70","Def
70","SpA
98","SpD
70","Spe
93"
Oricorio-Pom-Pom,"Electric
Flying",,Dancer,,,['NUBL'],"HP
75","Atk
70","Def
70","SpA
98","SpD
70","Spe
93"
Oricorio-Sensu,"Ghost
Flying",,Dancer,,,['ZU'],"HP
75","Atk
70","Def
70","SpA
98","SpD
70","Spe
93"
Orthworm,Steel,,Earth Eater,Sand Veil,,['ZU'],"HP
70","Atk
85","Def
145","SpA
60","SpD
55","Spe
65"
Oshawott,Water,,Torrent,Shell Armor,,['LC'],"HP
55","Atk
55","Def
45","SpA
63","SpD
45","Spe
45"
Overqwil,"Dark
Poison",,Poison Point,Intimidate,Swift Swim,['NU'],"HP
85","Atk
115","Def
95","SpA
65","SpD
65","Spe
85"
Pachirisu,Electric,,Run Away,Volt Absorb,Pickup,['ZU'],"HP
60","Atk
45","Def
70","SpA
45","SpD
90","Spe
95"
Pajantom,"Dragon
Ghost",,Comatose,,,['CAP'],"HP
84","Atk
133","Def
71","SpA
51","SpD
111","Spe
101"
Palafin,Water,,Zero to Hero,,,['Uber'],"HP
100","Atk
70","Def
72","SpA
53","SpD
62","Spe
100"
Palafin-Hero,Water,,Zero to Hero,,,['Uber'],"HP
100","Atk
160","Def
97","SpA
106","SpD
87","Spe
100"
Palkia,"Water
Dragon",,Pressure,Telepathy,,['Uber'],"HP
90","Atk
120","Def
100","SpA
150","SpD
120","Spe
100"
Palkia-Origin,"Water
Dragon",,Pressure,Telepathy,,['Uber'],"HP
90","Atk
100","Def
100","SpA
150","SpD
120","Spe
120"
Palossand,"Ghost
Ground",,Water Compaction,Sand Veil,,['ZU'],"HP
85","Atk
75","Def
110","SpA
100","SpD
75","Spe
35"
Palpitoad,"Water
Ground",,Swift Swim,Water Absorb,Hydration,['National Dex'],"HP
75","Atk
65","Def
55","SpA
65","SpD
55","Spe
69"
Pancham,Fighting,,Iron Fist,Scrappy,Mold Breaker,['National Dex'],"HP
67","Atk
82","Def
62","SpA
46","SpD
48","Spe
43"
Pangoro,"Fighting
Dark",,Iron Fist,Scrappy,Mold Breaker,['National Dex'],"HP
95","Atk
124","Def
78","SpA
69","SpD
71","Spe
58"
Panpour,Water,,Gluttony,Torrent,,['National Dex'],"HP
50","Atk
53","Def
48","SpA
53","SpD
48","Spe
64"
Pansage,Grass,,Gluttony,Overgrow,,['National Dex'],"HP
50","Atk
53","Def
48","SpA
53","SpD
48","Spe
64"
Pansear,Fire,,Gluttony,Blaze,,['National Dex'],"HP
50","Atk
53","Def
48","SpA
53","SpD
48","Spe
64"
Paras,"Bug
Grass",,Effect Spore,Damp,Dry Skin,['National Dex'],"HP
35","Atk
70","Def
55","SpA
45","SpD
55","Spe
25"
Parasect,"Bug
Grass",,Effect Spore,Damp,Dry Skin,['National Dex'],"HP
60","Atk
95","Def
80","SpA
60","SpD
80","Spe
30"
Passimian,Fighting,,Receiver,Defiant,,['ZU'],"HP
100","Atk
120","Def
90","SpA
40","SpD
60","Spe
80"
Patrat,Normal,,Run Away,Analytic,Keen Eye,['National Dex'],"HP
45","Atk
55","Def
39","SpA
35","SpD
39","Spe
42"
Pawmi,Electric,,Static,Iron Fist,Natural Cure,['LC'],"HP
45","Atk
50","Def
20","SpA
40","SpD
25","Spe
60"
Pawmo,"Electric
Fighting",,Volt Absorb,Iron Fist,Natural Cure,['NFE'],"HP
60","Atk
75","Def
40","SpA
50","SpD
40","Spe
85"
Pawmot,"Electric
Fighting",,Volt Absorb,Iron Fist,Natural Cure,['PU'],"HP
70","Atk
115","Def
70","SpA
70","SpD
60","Spe
105"
Pawniard,"Dark
Steel",,Defiant,Pressure,Inner Focus,['LC'],"HP
45","Atk
85","Def
70","SpA
40","SpD
40","Spe
60"
Pecharunt,"Poison
Ghost",,Poison Puppeteer,,,['UU'],"HP
88","Atk
88","Def
160","SpA
88","SpD
88","Spe
88"
Pelipper,"Water
Flying",,Keen Eye,Rain Dish,Drizzle,['UUBL'],"HP
60","Atk
50","Def
100","SpA
95","SpD
70","Spe
65"
Perrserker,Steel,,Battle Armor,Steely Spirit,Tough Claws,['ZU'],"HP
70","Atk
110","Def
100","SpA
50","SpD
60","Spe
50"
Persian,Normal,,Limber,Unnerve,Technician,['ZU'],"HP
65","Atk
70","Def
60","SpA
65","SpD
65","Spe
115"
Persian-Alola,Dark,,Fur Coat,Rattled,Technician,['ZU'],"HP
65","Atk
60","Def
60","SpA
75","SpD
65","Spe
115"
Petilil,Grass,,Chlorophyll,Leaf Guard,Own Tempo,['LC'],"HP
45","Atk
35","Def
50","SpA
70","SpD
50","Spe
30"
Phanpy,Ground,,Pickup,Sand Veil,,['LC'],"HP
90","Atk
60","Def
60","SpA
40","SpD
40","Spe
40"
Phantump,"Ghost
Grass",,Natural Cure,Harvest,Frisk,['LC'],"HP
43","Atk
70","Def
48","SpA
50","SpD
60","Spe
38"
Pheromosa,"Bug
Fighting",,Beast Boost,,,['National Dex'],"HP
71","Atk
137","Def
37","SpA
137","SpD
37","Spe
151"
Phione,Water,,Hydration,,,['ZU'],"HP
80","Atk
80","Def
80","SpA
80","SpD
80","Spe
80"
Pichu,Electric,,Static,Lightning Rod,,['LC'],"HP
20","Atk
40","Def
15","SpA
35","SpD
35","Spe
60"
Pidgeot,"Normal
Flying",,Keen Eye,Big Pecks,Tangled Feet,['National Dex'],"HP
83","Atk
80","Def
75","SpA
70","SpD
70","Spe
101"
Pidgeot-Mega,"Normal
Flying",,No Guard,,,['National Dex'],"HP
83","Atk
80","Def
80","SpA
135","SpD
80","Spe
121"
Pidgeotto,"Normal
Flying",,Keen Eye,Big Pecks,Tangled Feet,['National Dex'],"HP
63","Atk
60","Def
55","SpA
50","SpD
50","Spe
71"
Pidgey,"Normal
Flying",,Keen Eye,Big Pecks,Tangled Feet,['National Dex'],"HP
40","Atk
45","Def
40","SpA
35","SpD
35","Spe
56"
Pidove,"Normal
Flying",,Big Pecks,Rivalry,Super Luck,['National Dex'],"HP
50","Atk
55","Def
50","SpA
36","SpD
30","Spe
43"
Pignite,"Fire
Fighting",,Blaze,Thick Fat,,['NFE'],"HP
90","Atk
93","Def
55","SpA
70","SpD
55","Spe
55"
Pikachu,Electric,,Static,Lightning Rod,,['ZU'],"HP
35","Atk
55","Def
40","SpA
50","SpD
50","Spe
90"
Pikachu-Alola,Electric,,Static,Lightning Rod,,['ZU'],"HP
35","Atk
55","Def
40","SpA
50","SpD
50","Spe
90"
Pikachu-Gmax,Electric,,Static,Lightning Rod,,['National Dex'],"HP
35","Atk
55","Def
40","SpA
50","SpD
50","Spe
90"
Pikachu-Hoenn,Electric,,Static,Lightning Rod,,['ZU'],"HP
35","Atk
55","Def
40","SpA
50","SpD
50","Spe
90"
Pikachu-Kalos,Electric,,Static,Lightning Rod,,['ZU'],"HP
35","Atk
55","Def
40","SpA
50","SpD
50","Spe
90"
Pikachu-Original,Electric,,Static,Lightning Rod,,['ZU'],"HP
35","Atk
55","Def
40","SpA
50","SpD
50","Spe
90"
Pikachu-Partner,Electric,,Static,Lightning Rod,,['ZU'],"HP
35","Atk
55","Def
40","SpA
50","SpD
50","Spe
90"
Pikachu-Sinnoh,Electric,,Static,Lightning Rod,,['ZU'],"HP
35","Atk
55","Def
40","SpA
50","SpD
50","Spe
90"
Pikachu-Starter,Electric,,Static,Lightning Rod,,['National Dex'],"HP
45","Atk
80","Def
50","SpA
75","SpD
60","Spe
120"
Pikachu-Unova,Electric,,Static,Lightning Rod,,['ZU'],"HP
35","Atk
55","Def
40","SpA
50","SpD
50","Spe
90"
Pikachu-World,Electric,,Static,Lightning Rod,,['ZU'],"HP
35","Atk
55","Def
40","SpA
50","SpD
50","Spe
90"
Pikipek,"Normal
Flying",,Keen Eye,Pickup,Skill Link,['LC'],"HP
35","Atk
75","Def
30","SpA
30","SpD
30","Spe
65"
Piloswine,"Ice
Ground",,Oblivious,Thick Fat,Snow Cloak,['NFE'],"HP
100","Atk
100","Def
80","SpA
60","SpD
60","Spe
50"
Pincurchin,Electric,,Lightning Rod,Electric Surge,,['ZU'],"HP
48","Atk
101","Def
95","SpA
91","SpD
85","Spe
15"
Pineco,Bug,,Sturdy,Overcoat,,['LC'],"HP
50","Atk
65","Def
90","SpA
35","SpD
35","Spe
15"
Pinsir,Bug,,Hyper Cutter,Moxie,Mold Breaker,['National Dex'],"HP
65","Atk
125","Def
100","SpA
55","SpD
70","Spe
85"
Pinsir-Mega,"Bug
Flying",,Aerilate,,,['National Dex'],"HP
65","Atk
155","Def
120","SpA
65","SpD
90","Spe
105"
Piplup,Water,,Torrent,Competitive,,['LC'],"HP
53","Atk
51","Def
53","SpA
61","SpD
56","Spe
40"
Plasmanta,"Electric
Poison",,Storm Drain,Telepathy,Vital Spirit,['CAP'],"HP
60","Atk
57","Def
119","SpA
131","SpD
98","Spe
100"
Pluffle,Fairy,,Natural Cure,Friend Guard,Aroma Veil,[],"HP
74","Atk
38","Def
51","SpA
65","SpD
78","Spe
49"
Plusle,Electric,,Plus,Lightning Rod,,['ZU'],"HP
60","Atk
50","Def
40","SpA
85","SpD
75","Spe
95"
Poipole,Poison,,Beast Boost,,,['National Dex'],"HP
67","Atk
73","Def
67","SpA
73","SpD
67","Spe
73"
Politoed,Water,,Water Absorb,Drizzle,Damp,['RU'],"HP
90","Atk
75","Def
75","SpA
90","SpD
100","Spe
70"
Poliwag,Water,,Water Absorb,Swift Swim,Damp,['LC'],"HP
40","Atk
50","Def
40","SpA
40","SpD
40","Spe
90"
Poliwhirl,Water,,Water Absorb,Swift Swim,Damp,['NFE'],"HP
65","Atk
65","Def
65","SpA
50","SpD
50","Spe
90"
Poliwrath,"Water
Fighting",,Water Absorb,Swift Swim,Damp,['ZU'],"HP
90","Atk
95","Def
95","SpA
70","SpD
90","Spe
70"
Poltchageist,"Grass
Ghost",,Hospitality,Heatproof,,['LC'],"HP
40","Atk
45","Def
45","SpA
74","SpD
54","Spe
50"
Poltchageist-Artisan,"Grass
Ghost",,Hospitality,Heatproof,,['LC'],"HP
40","Atk
45","Def
45","SpA
74","SpD
54","Spe
50"
Polteageist,Ghost,,Weak Armor,Cursed Body,,['RUBL'],"HP
60","Atk
65","Def
65","SpA
134","SpD
114","Spe
70"
Polteageist-Antique,Ghost,,Weak Armor,Cursed Body,,['RUBL'],"HP
60","Atk
65","Def
65","SpA
134","SpD
114","Spe
70"
Ponyta,Fire,,Run Away,Flame Body,Flash Fire,['National Dex'],"HP
50","Atk
85","Def
55","SpA
65","SpD
65","Spe
90"
Ponyta-Galar,Psychic,,Run Away,Anticipation,Pastel Veil,['National Dex'],"HP
50","Atk
85","Def
55","SpA
65","SpD
65","Spe
90"
Poochyena,Dark,,Run Away,Rattled,Quick Feet,['LC'],"HP
35","Atk
55","Def
35","SpA
30","SpD
30","Spe
35"
Popplio,Water,,Torrent,Liquid Voice,,['LC'],"HP
50","Atk
54","Def
54","SpA
66","SpD
56","Spe
40"
Porygon,Normal,,Trace,Analytic,Download,['NFE'],"HP
65","Atk
60","Def
70","SpA
85","SpD
75","Spe
40"
Porygon-Z,Normal,,Adaptability,Analytic,Download,['NU'],"HP
85","Atk
80","Def
70","SpA
135","SpD
75","Spe
90"
Porygon2,Normal,,Trace,Analytic,Download,['NFE'],"HP
85","Atk
80","Def
90","SpA
105","SpD
95","Spe
60"
Primarina,"Water
Fairy",,Torrent,Liquid Voice,,['OU'],"HP
80","Atk
74","Def
74","SpA
126","SpD
116","Spe
60"
Primeape,Fighting,,Vital Spirit,Defiant,Anger Point,['ZU'],"HP
65","Atk
105","Def
60","SpA
60","SpD
70","Spe
95"
Prinplup,Water,,Torrent,Competitive,,['NFE'],"HP
64","Atk
66","Def
68","SpA
81","SpD
76","Spe
50"
Privatyke,"Water
Fighting",,Unaware,Technician,,[],"HP
65","Atk
75","Def
65","SpA
40","SpD
60","Spe
45"
Probopass,"Rock
Steel",,Sturdy,Sand Force,Magnet Pull,['ZU'],"HP
60","Atk
55","Def
145","SpA
75","SpD
150","Spe
40"
Protowatt,"Electric
Water",,Trace,Minus,Magic Guard,[],"HP
51","Atk
44","Def
33","SpA
43","SpD
34","Spe
65"
Psyduck,Water,,Damp,Swift Swim,Cloud Nine,['LC'],"HP
50","Atk
52","Def
48","SpA
65","SpD
50","Spe
55"
Pumpkaboo,"Ghost
Grass",,Pickup,Insomnia,Frisk,['National Dex'],"HP
49","Atk
66","Def
70","SpA
44","SpD
55","Spe
51"
Pumpkaboo-Large,"Ghost
Grass",,Pickup,Insomnia,Frisk,['National Dex'],"HP
54","Atk
66","Def
70","SpA
44","SpD
55","Spe
46"
Pumpkaboo-Small,"Ghost
Grass",,Pickup,Insomnia,Frisk,['National Dex'],"HP
44","Atk
66","Def
70","SpA
44","SpD
55","Spe
56"
Pumpkaboo-Super,"Ghost
Grass",,Pickup,Insomnia,Frisk,['National Dex'],"HP
59","Atk
66","Def
70","SpA
44","SpD
55","Spe
41"
Pupitar,"Rock
Ground",,Shed Skin,,,['NFE'],"HP
70","Atk
84","Def
70","SpA
65","SpD
70","Spe
51"
Purrloin,Dark,,Limber,Prankster,Unburden,['National Dex'],"HP
41","Atk
50","Def
37","SpA
50","SpD
37","Spe
66"
Purugly,Normal,,Thick Fat,Defiant,Own Tempo,['National Dex'],"HP
71","Atk
82","Def
64","SpA
64","SpD
59","Spe
112"
Pyroak,"Fire
Grass",,Rock Head,Contrary,Battle Armor,['CAP'],"HP
120","Atk
70","Def
105","SpA
70","SpD
65","Spe
60"
Pyroar,"Fire
Normal",,Rivalry,Moxie,Unnerve,['ZU'],"HP
86","Atk
68","Def
72","SpA
109","SpD
66","Spe
106"
Pyukumuku,Water,,Innards Out,Unaware,,['National Dex'],"HP
55","Atk
60","Def
130","SpA
30","SpD
130","Spe
5"
Quagsire,"Water
Ground",,Damp,Unaware,Water Absorb,['RU'],"HP
95","Atk
85","Def
85","SpA
65","SpD
65","Spe
35"
Quaquaval,"Water
Fighting",,Torrent,Moxie,,['UU'],"HP
85","Atk
120","Def
80","SpA
85","SpD
75","Spe
85"
Quaxly,Water,,Torrent,Moxie,,['LC'],"HP
55","Atk
65","Def
45","SpA
50","SpD
45","Spe
50"
Quaxwell,Water,,Torrent,Moxie,,['NFE'],"HP
70","Atk
85","Def
65","SpA
65","SpD
60","Spe
65"
Quilava,Fire,,Blaze,Flash Fire,,['NFE'],"HP
58","Atk
64","Def
58","SpA
80","SpD
65","Spe
80"
Quilladin,Grass,,Overgrow,Bulletproof,,['NFE'],"HP
61","Atk
78","Def
95","SpA
56","SpD
58","Spe
57"
Qwilfish,"Water
Poison",,Poison Point,Intimidate,Swift Swim,['ZU'],"HP
65","Atk
95","Def
85","SpA
55","SpD
55","Spe
85"
Qwilfish-Hisui,"Dark
Poison",,Poison Point,Intimidate,Swift Swim,['ZU'],"HP
65","Atk
95","Def
85","SpA
55","SpD
55","Spe
85"
Raboot,Fire,,Blaze,Libero,,['NFE'],"HP
65","Atk
86","Def
60","SpA
55","SpD
60","Spe
94"
Rabsca,"Bug
Psychic",,Synchronize,Telepathy,,['ZU'],"HP
75","Atk
50","Def
85","SpA
115","SpD
100","Spe
45"
Raging Bolt,"Electric
Dragon",,Protosynthesis,,,['OU'],"HP
125","Atk
73","Def
91","SpA
137","SpD
89","Spe
75"
Raichu,Electric,,Static,Lightning Rod,,['ZU'],"HP
60","Atk
90","Def
55","SpA
90","SpD
80","Spe
110"
Raichu-Alola,"Electric
Psychic",,Surge Surfer,,,['ZU'],"HP
60","Atk
85","Def
50","SpA
95","SpD
85","Spe
110"
Raikou,Electric,,Pressure,Inner Focus,,['PUBL'],"HP
90","Atk
85","Def
75","SpA
115","SpD
100","Spe
115"
Ralts,"Psychic
Fairy",,Synchronize,Telepathy,Trace,['LC'],"HP
28","Atk
25","Def
25","SpA
45","SpD
35","Spe
40"
Rampardos,Rock,,Mold Breaker,Sheer Force,,['ZU'],"HP
97","Atk
165","Def
60","SpA
65","SpD
50","Spe
58"
Rapidash,Fire,,Run Away,Flame Body,Flash Fire,['National Dex'],"HP
65","Atk
100","Def
70","SpA
80","SpD
80","Spe
105"
Rapidash-Galar,"Psychic
Fairy",,Run Away,Anticipation,Pastel Veil,['National Dex'],"HP
65","Atk
100","Def
70","SpA
80","SpD
80","Spe
105"
Raticate,Normal,,Run Away,Hustle,Guts,['National Dex'],"HP
55","Atk
81","Def
60","SpA
50","SpD
70","Spe
97"
Raticate-Alola,"Dark
Normal",,Gluttony,Thick Fat,Hustle,['National Dex'],"HP
75","Atk
71","Def
70","SpA
40","SpD
80","Spe
77"
Raticate-Alola-Totem,"Dark
Normal",,Thick Fat,,,['National Dex'],"HP
75","Atk
71","Def
70","SpA
40","SpD
80","Spe
77"
Rattata,Normal,,Run Away,Hustle,Guts,['National Dex'],"HP
30","Atk
56","Def
35","SpA
25","SpD
35","Spe
72"
Rattata-Alola,"Dark
Normal",,Gluttony,Thick Fat,Hustle,['National Dex'],"HP
30","Atk
56","Def
35","SpA
25","SpD
35","Spe
72"
Rayquaza,"Dragon
Flying",,Air Lock,,,['Uber'],"HP
105","Atk
150","Def
90","SpA
150","SpD
90","Spe
95"
Rayquaza-Mega,"Dragon
Flying",,Delta Stream,,,['National Dex'],"HP
105","Atk
180","Def
100","SpA
180","SpD
100","Spe
115"
Rebble,Rock,,Levitate,Sniper,Solid Rock,[],"HP
45","Atk
25","Def
65","SpA
75","SpD
55","Spe
80"
Regice,Ice,,Clear Body,Ice Body,,['ZU'],"HP
80","Atk
50","Def
100","SpA
100","SpD
200","Spe
50"
Regidrago,Dragon,,Dragon's Maw,,,['NUBL'],"HP
200","Atk
100","Def
50","SpA
100","SpD
50","Spe
80"
Regieleki,Electric,,Transistor,,,['Uber'],"HP
80","Atk
100","Def
50","SpA
100","SpD
50","Spe
200"
Regigigas,Normal,,Slow Start,,,['ZU'],"HP
110","Atk
160","Def
110","SpA
80","SpD
110","Spe
100"
